Butler,-86.169784000,39.839703000
Notre Dame,-86.235382000,41.705728000
Georgetown,-77.072269000,38.907588000
UCLA,-118.445181000,34.068997000
Louisville,-85.758953000,38.211178000
Villanova,-75.337329000,40.034889000
UNC,-79.046881000,35.904882000
Oklahoma,-97.445832000,35.205872000
Kentucky,-84.504024000,38.030613000
Kansas,-95.255871000,38.954548000
Duke,-78.938261000,36.001561000
UVA,-78.507934000,38.033507000
Arizona,-110.950098000,32.231808000
